"Date","Amount","Description","Category","User"
"2016-09-06",1425,"Description53","Category1","User1"
"2016-09-06",48,"Description111","Category4","User1"
"2016-09-02",6.31,"Description292","Category4","User1"
"2016-09-01",59.57,"Description298","Category2","User1"
"2016-09-01",8.79,"Description393","Category4","User1"
"2016-08-31",1438.58,"Description7","Category3","User1"
"2016-08-30",1077.5,"Description49","Category1","User1"
"2016-08-30",1528.89,"Description8","Category3","User1"
"2016-08-26",60,"Description92","Category5","User1"
"2016-08-26",41.29,"Description289","Category3","User1"
"2016-08-25",23,"Description153","Category6","User1"
"2016-08-25",300,"Description87","Category3","User1"
"2016-08-22",6,"Description85","Category2","User1"
"2016-08-18",278.16,"Description8","Category3","User1"
"2016-08-17",518.1,"Description29","Category1","User1"
"2016-08-15",40.74,"Description298","Category2","User1"
"2016-08-15",36,"Description67","Category2","User1"
"2016-07-29",1438.58,"Description7","Category3","User1"
"2016-07-28",6,"Description387","Category2","User1"
"2016-07-27",367.75,"Description52","Category1","User1"
"2016-07-27",1234,"Description10","Category3","User1"
"2016-07-25",8.45,"Description214","Category4","User1"
"2016-07-22",7,"Description306","Category1","User1"
"2016-07-18",512.31,"Description29","Category1","User1"
"2016-07-15",572.95,"Description6","Category3","User1"
"2016-07-14",8,"Description387","Category2","User1"
"2016-07-12",44.99,"Description350","Category1","User1"
"2016-07-11",6.87,"Description63","Category5","User1"
"2016-07-11",5.08,"Description281","Category4","User1"
"2016-07-11",16.34,"Description208","Category2","User1"
"2016-07-07",6.25,"Description387","Category2","User1"
"2016-07-05",1272.29,"Description36","Category1","User1"
"2016-06-24",14.47,"Description283","Category4","User1"
"2016-06-23",5.5,"Description440","Category4","User1"
"2016-06-22",5.5,"Description440","Category4","User1"
"2016-06-21",16,"Description418","Category4","User1"
"2016-06-20",14.32,"Description374","Category5","User1"
"2016-06-20",5.5,"Description440","Category4","User1"
"2016-06-17",8.81,"Description441","Category4","User1"
"2016-06-16",201.08,"Description29","Category1","User1"
"2016-06-16",8.6,"Description441","Category4","User1"
"2016-06-15",7.7,"Description440","Category4","User1"
"2016-06-14",20.52,"Description437","Category4","User1"
"2016-06-13",18,"Description454","Category6","User1"
"2016-06-13",10,"Description453","Category6","User1"
"2016-06-13",19.27,"Description185","Category2","User1"
"2016-06-13",3.29,"Description115","Category5","User1"
"2016-06-10",6,"Description112","Category5","User1"
"2016-06-09",25.68,"Description127","Category5","User1"
"2016-06-06",9.63,"Description346","Category4","User1"
"2016-06-06",7.69,"Description261","Category4","User1"
"2016-06-06",7,"Description113","Category4","User1"
"2016-06-03",25.78,"Description190","Category2","User1"
"2016-06-02",11.98,"Description329","Category4","User1"
"2016-06-02",4.18,"Description4","Category4","User1"
"2016-05-31",8,"Description13","Category3","User1"
"2016-05-31",481.11,"Description7","Category3","User1"
"2016-05-27",4.72,"Description220","Category5","User1"
"2016-05-27",2,"Description240","Category5","User1"
"2016-05-27",157.41,"Description228","Category5","User1"
"2016-05-17",1183.45,"Description8","Category3","User1"
"2016-05-16",100.69,"Description29","Category1","User1"
"2016-05-09",8.9,"Description340","Category4","User1"
"2016-05-09",3.14,"Description470","Category4","User1"
"2016-05-06",9.99,"Description273","Category4","User1"
"2016-05-03",887.25,"Description308","Category6","User1"
"2016-05-03",33.31,"Description427","Category2","User1"
"2016-05-02",1289.04,"Description37","Category1","User1"
"2016-04-29",8.79,"Description393","Category4","User1"
"2016-04-29",481.11,"Description7","Category3","User1"
"2016-04-27",8.79,"Description393","Category4","User1"
"2016-04-26",838.48,"Description29","Category1","User1"
"2016-04-26",7.69,"Description147","Category4","User1"
"2016-04-26",1624.44,"Description8","Category3","User1"
"2016-04-25",7,"Description306","Category1","User1"
"2016-04-25",1.75,"Description306","Category1","User1"
"2016-04-25",374,"Description128","Category5","User1"
"2016-04-25",21,"Description435","Category6","User1"
"2016-04-25",200.2,"Description80","Category6","User1"
"2016-04-20",7.47,"Description417","Category4","User1"
"2016-04-18",20,"Description160","Category6","User1"
"2016-04-15",827.85,"Description29","Category1","User1"
"2016-04-11",24.81,"Description208","Category2","User1"
"2016-04-11",13.35,"Description185","Category2","User1"
"2016-03-31",481.11,"Description7","Category3","User1"
"2016-03-30",125.62,"Description29","Category1","User1"
"2016-03-29",1624.45,"Description8","Category3","User1"
"2016-03-15",5.25,"Description306","Category1","User1"
"2016-03-08",7.47,"Description417","Category4","User1"
"2016-03-01",20,"Description164","Category6","User1"
"2016-02-29",481.11,"Description7","Category3","User1"
"2016-02-25",30,"Description164","Category6","User1"
"2016-02-23",7.69,"Description417","Category4","User1"
"2016-02-23",1624.45,"Description8","Category3","User1"
"2016-02-16",31.52,"Description205","Category1","User1"
"2016-02-16",50,"Description163","Category6","User1"
"2016-02-16",15.97,"Description432","Category2","User1"
"2016-02-12",8.5,"Description122","Category4","User1"
"2016-02-09",50,"Description169","Category6","User1"
"2016-02-08",2.52,"Description277","Category4","User1"
"2016-02-08",58.28,"Description376","Category5","User1"
"2016-02-08",24.5,"Description214","Category4","User1"
"2016-02-08",11,"Description179","Category1","User1"
"2016-02-02",641.73,"Description32","Category1","User1"
"2016-02-02",7.73,"Description330","Category4","User1"
"2016-02-02",32.42,"Description185","Category2","User1"
"2016-02-02",50,"Description166","Category6","User1"
"2016-02-01",7,"Description306","Category1","User1"
"2016-02-01",9.89,"Description99","Category4","User1"
"2016-01-29",481.11,"Description7","Category3","User1"
"2016-01-27",2.52,"Description276","Category4","User1"
"2016-01-27",16.34,"Description208","Category2","User1"
"2016-01-27",1624.45,"Description8","Category3","User1"
"2016-01-21",7.73,"Description330","Category4","User1"
"2016-01-19",50,"Description166","Category6","User1"
"2016-01-19",7.38,"Description208","Category2","User1"
"2016-01-15",7.47,"Description417","Category4","User1"
"2016-01-15",2.97,"Description205","Category1","User1"
"2016-01-12",595.75,"Description48","Category1","User1"
"2016-01-12",31.75,"Description70","Category5","User1"
"2016-01-12",5.98,"Description480","Category5","User1"
"2016-01-11",98,"Description182","Category4","User1"
"2016-01-11",10.83,"Description212","Category4","User1"
"2016-01-11",20,"Description290","Category6","User1"
"2016-01-08",5.25,"Description306","Category1","User1"
"2016-01-05",20.14,"Description432","Category2","User1"
"2016-01-05",44.99,"Description350","Category1","User1"
"2016-01-04",650.68,"Description35","Category1","User1"
"2016-01-04",50.34,"Description185","Category2","User1"
"2016-01-04",3.98,"Description377","Category2","User1"
"2016-01-04",8.46,"Description330","Category4","User1"
"2016-01-04",15.06,"Description185","Category2","User1"
"2015-12-30",604.04,"Description7","Category3","User1"
"2015-12-29",15.88,"Description71","Category5","User1"
"2015-12-29",38,"Description373","Category4","User1"
"2015-12-22",8.47,"Description69","Category5","User1"
"2015-12-18",118.45,"Description185","Category2","User1"
"2015-12-17",1624.45,"Description8","Category3","User1"
"2015-12-16",3.9,"Description141","Category2","User1"
"2015-12-16",50,"Description171","Category6","User1"
"2015-12-16",5.81,"Description140","Category2","User1"
"2015-12-15",35.23,"Description205","Category1","User1"
"2015-12-15",23.69,"Description431","Category2","User1"
"2015-12-14",7,"Description306","Category1","User1"
"2015-12-14",1.75,"Description306","Category1","User1"
"2015-12-11",10.25,"Description122","Category4","User1"
"2015-12-08",14.99,"Description137","Category2","User1"
"2015-12-07",100.9,"Description422","Category4","User1"
"2015-12-07",50,"Description170","Category6","User1"
"2015-12-04",12.67,"Description71","Category5","User1"
"2015-12-04",10.59,"Description191","Category5","User1"
"2015-12-03",648,"Description31","Category1","User1"
"2015-12-02",5.33,"Description70","Category5","User1"
"2015-12-01",369.94,"Description191","Category5","User1"
"2015-12-01",5.29,"Description357","Category3","User1"
"2015-11-30",8.5,"Description122","Category4","User1"
"2015-11-30",50,"Description170","Category6","User1"
"2015-11-30",44.32,"Description69","Category5","User1"
"2015-11-30",6.95,"Description71","Category5","User1"
"2015-11-30",604.04,"Description7","Category3","User1"
"2015-11-27",25.05,"Description208","Category2","User1"
"2015-11-27",22.47,"Description185","Category2","User1"
"2015-11-25",10.25,"Description71","Category5","User1"
"2015-11-25",9.99,"Description71","Category5","User1"
"2015-11-25",7.14,"Description417","Category4","User1"
"2015-11-24",9.99,"Description71","Category5","User1"
"2015-11-24",6.02,"Description330","Category4","User1"
"2015-11-23",5.9,"Description351","Category1","User1"
"2015-11-23",5.9,"Description351","Category1","User1"
"2015-11-23",262.15,"Description400","Category5","User1"
"2015-11-23",18.42,"Description185","Category2","User1"
"2015-11-23",45.31,"Description148","Category5","User1"
"2015-11-23",2,"Description89","Category5","User1"
"2015-11-23",243,"Description94","Category5","User1"
"2015-11-23",262.15,"Description360","Category3","User1"
"2015-11-23",262.15,"Description360","Category3","User1"
"2015-11-20",8.5,"Description122","Category4","User1"
"2015-11-20",14.39,"Description432","Category2","User1"
"2015-11-20",5.3,"Description254","Category4","User1"
"2015-11-20",1624.45,"Description9","Category3","User1"
"2015-11-19",74.18,"Description106","Category5","User1"
"2015-11-19",50,"Description167","Category6","User1"
"2015-11-16",3.89,"Description432","Category2","User1"
"2015-11-12",50,"Description168","Category6","User1"
"2015-11-09",114.5,"Description353","Category5","User1"
"2015-11-09",32.4,"Description351","Category1","User1"
"2015-11-09",5.9,"Description351","Category1","User1"
"2015-11-09",28.68,"Description431","Category2","User1"
"2015-11-05",10.77,"Description332","Category4","User1"
"2015-11-04",78.32,"Description350","Category1","User1"
"2015-11-03",653,"Description30","Category1","User1"
"2015-11-03",50,"Description154","Category6","User1"
"2015-11-03",13.51,"Description417","Category4","User1"
"2015-10-30",540.22,"Description7","Category3","User1"
"2015-10-28",8.5,"Description122","Category4","User1"
"2015-10-27",1624.45,"Description9","Category3","User1"
"2015-10-26",50,"Description469","Category6","User1"
"2015-10-26",45.99,"Description71","Category5","User1"
"2015-10-26",14.43,"Description71","Category5","User1"
"2015-10-26",6.38,"Description391","Category4","User1"
"2015-10-21",3.5,"Description306","Category1","User1"
"2015-10-19",29.72,"Description259","Category2","User1"
"2015-10-19",23.48,"Description400","Category5","User1"
"2015-10-19",57.49,"Description185","Category2","User1"
"2015-10-19",50,"Description167","Category6","User1"
"2015-10-16",8.5,"Description122","Category4","User1"
"2015-10-09",48.3,"Description351","Category1","User1"
"2015-10-09",7.94,"Description279","Category4","User1"
"2015-10-08",50,"Description165","Category6","User1"
"2015-10-05",662.73,"Description34","Category1","User1"
"2015-10-05",7.25,"Description120","Category4","User1"
"2015-10-05",57.19,"Description367","Category5","User1"
"2015-10-01",50,"Description168","Category6","User1"
"2015-09-30",540.22,"Description7","Category3","User1"
"2015-09-29",9,"Description122","Category4","User1"
"2015-09-29",8.26,"Description431","Category2","User1"
"2015-09-29",1624.45,"Description9","Category3","User1"
"2015-09-28",1.75,"Description306","Category1","User1"
"2015-09-28",62.72,"Description315","Category2","User1"
"2015-09-28",11.04,"Description185","Category2","User1"
"2015-09-24",11.5,"Description386","Category2","User1"
"2015-09-24",50,"Description170","Category6","User1"
"2015-09-21",6.29,"Description139","Category2","User1"
"2015-09-21",1.75,"Description306","Category1","User1"
"2015-09-21",25.87,"Description400","Category5","User1"
"2015-09-18",3.61,"Description185","Category2","User1"
"2015-09-18",5.78,"Description185","Category2","User1"
"2015-09-17",11.75,"Description386","Category2","User1"
"2015-09-15",84.32,"Description457","Category1","User1"
"2015-09-15",50,"Description167","Category6","User1"
"2015-09-14",5.29,"Description129","Category5","User1"
"2015-09-09",93.44,"Description71","Category5","User1"
"2015-09-08",48.3,"Description351","Category1","User1"
"2015-09-08",2.17,"Description71","Category5","User1"
"2015-09-08",293.6,"Description400","Category5","User1"
"2015-09-08",3.5,"Description185","Category2","User1"
"2015-09-08",50,"Description165","Category6","User1"
"2015-09-04",27.87,"Description185","Category2","User1"
"2015-09-02",780.75,"Description47","Category1","User1"
"2015-09-01",671,"Description33","Category1","User1"
"2015-09-01",8.79,"Description2","Category4","User1"
"2015-08-31",3.5,"Description306","Category1","User1"
"2015-08-31",50,"Description167","Category6","User1"
"2015-08-31",1624.45,"Description289","Category3","User1"
"2015-08-26",30,"Description162","Category6","User1"
"2015-08-25",42.72,"Description298","Category2","User1"
"2015-08-24",19,"Description173","Category5","User1"
"2015-08-24",13,"Description328","Category4","User1"
"2015-08-24",8.01,"Description97","Category4","User1"
"2015-08-24",40,"Description156","Category6","User1"
"2015-08-21",13.77,"Description400","Category5","User1"
"2015-08-21",47.82,"Description185","Category2","User1"
"2015-08-20",30,"Description87","Category3","User1"
"2015-08-17",20,"Description165","Category6","User1"
"2015-08-17",31.19,"Description185","Category2","User1"
"2015-08-17",8.97,"Description322","Category4","User1"
"2015-08-12",27.84,"Description406","Category5","User1"
"2015-08-11",13.07,"Description273","Category4","User1"
"2015-08-11",1995,"Description90","Category3","User1"
"2015-08-10",700,"Description87","Category3","User1"
"2016-12-30",5.17,"Description381","Category4","User2"
"2016-12-29",30,"Description286","Category6","User2"
"2016-12-29",6.89,"Description397","Category4","User2"
"2016-12-27",23.38,"Description324","Category4","User2"
"2016-12-26",19.46,"Description368","Category2","User2"
"2016-12-26",21.89,"Description84","Category2","User2"
"2016-12-26",10.59,"Description409","Category2","User2"
"2016-12-23",15.36,"Description267","Category4","User2"
"2016-12-22",7.48,"Description472","Category2","User2"
"2016-12-20",42.72,"Description313","Category2","User2"
"2016-12-18",30,"Description286","Category6","User2"
"2016-12-18",18.87,"Description378","Category2","User2"
"2016-12-16",7.08,"Description368","Category2","User2"
"2016-12-14",13.59,"Description426","Category2","User2"
"2016-12-12",2.11,"Description146","Category4","User2"
"2016-12-12",8.43,"Description146","Category4","User2"
"2016-12-08",31.84,"Description319","Category5","User2"
"2016-12-05",61.04,"Description300","Category2","User2"
"2016-12-03",13.07,"Description409","Category2","User2"
"2016-11-26",30,"Description285","Category6","User2"
"2016-11-26",8.71,"Description409","Category2","User2"
"2016-11-25",10.67,"Description282","Category2","User2"
"2016-11-23",11.47,"Description472","Category2","User2"
"2016-11-22",55.38,"Description300","Category2","User2"
"2016-11-22",18.54,"Description313","Category2","User2"
"2016-11-18",20.75,"Description282","Category2","User2"
"2016-11-16",28.74,"Description313","Category2","User2"
"2016-11-12",29.13,"Description313","Category2","User2"
"2016-11-12",28.66,"Description300","Category2","User2"
"2016-11-06",40.84,"Description188","Category2","User2"
"2016-11-04",33.55,"Description300","Category2","User2"
"2016-11-04",41.67,"Description313","Category2","User2"
"2016-11-04",9.54,"Description145","Category5","User2"
"2016-11-01",12.56,"Description424","Category2","User2"
"2016-10-26",12.45,"Description313","Category2","User2"
"2016-10-26",17.39,"Description300","Category2","User2"
"2016-10-24",40,"Description149","Category4","User2"
"2016-10-19",25.28,"Description100","Category4","User2"
"2016-10-15",54.93,"Description300","Category2","User2"
"2016-10-15",27.26,"Description66","Category2","User2"
"2016-10-11",5.6,"Description368","Category2","User2"
"2016-10-11",3.7,"Description472","Category2","User2"
"2016-10-09",8.92,"Description429","Category2","User2"
"2016-10-07",10.95,"Description452","Category6","User2"
"2016-10-07",10.64,"Description370","Category4","User2"
"2016-10-04",8.71,"Description355","Category4","User2"
"2016-10-04",11.72,"Description174","Category2","User2"
"2016-10-03",19.98,"Description142","Category2","User2"
"2016-10-03",2.11,"Description146","Category4","User2"
"2016-09-30",227.52,"Description443","Category6","User2"
"2016-09-29",19.11,"Description442","Category6","User2"
"2016-09-28",24.1,"Description313","Category2","User2"
"2016-09-26",17.49,"Description362","Category4","User2"
"2016-09-24",19.9,"Description429","Category2","User2"
"2016-09-22",4.01,"Description146","Category4","User2"
"2016-09-21",41.78,"Description313","Category2","User2"
"2016-09-21",11,"Description324","Category4","User2"
"2016-09-20",356.22,"Description79","Category6","User2"
"2016-09-19",0,"Description335","Category6","User2"
"2016-09-19",25.28,"Description142","Category2","User2"
"2016-09-19",189.89,"Description335","Category6","User2"
"2016-09-19",174.18,"Description78","Category6","User2"
"2016-09-15",26.49,"Description383","Category5","User2"
"2016-09-12",15.2,"Description472","Category2","User2"
"2016-09-09",9.8,"Description409","Category2","User2"
"2016-09-10",24,"Description267","Category4","User2"
"2016-09-09",35.4,"Description368","Category2","User2"
"2016-09-09",19.66,"Description319","Category5","User2"
"2016-09-08",25,"Description181","Category4","User2"
"2016-09-08",22.47,"Description117","Category4","User2"
"2016-09-04",4.63,"Description258","Category2","User2"
"2016-09-04",9.99,"Description258","Category2","User2"
"2016-08-31",17.19,"Description313","Category2","User2"
"2016-08-27",17.67,"Description429","Category2","User2"
"2016-08-25",4.98,"Description472","Category2","User2"
"2016-08-22",62,"Description262","Category4","User2"
"2016-07-25",6.1,"Description146","Category4","User2"
"2016-07-23",25.75,"Description213","Category4","User2"
"2016-07-23",24,"Description324","Category4","User2"
"2016-07-22",9.18,"Description368","Category2","User2"
"2016-07-22",45,"Description267","Category4","User2"
"2016-07-19",11,"Description324","Category4","User2"
"2016-07-15",37.92,"Description424","Category2","User2"
"2016-07-03",25.4,"Description258","Category2","User2"
"2016-07-01",50,"Description262","Category4","User2"
"2016-05-16",34.16,"Description192","Category1","User2"
"2016-05-16",34.16,"Description192","Category1","User2"
"2016-05-05",77.23,"Description125","Category6","User2"
"2016-05-05",7.21,"Description309","Category4","User2"
"2016-05-03",25,"Description324","Category4","User2"
"2016-05-01",23,"Description324","Category4","User2"
"2016-05-01",7.26,"Description318","Category2","User2"
"2016-04-26",2.01,"Description146","Category4","User2"
"2016-04-25",2.01,"Description146","Category4","User2"
"2016-04-25",6.1,"Description146","Category4","User2"
"2016-04-23",6.04,"Description321","Category4","User2"
"2016-04-23",18.51,"Description311","Category4","User2"
"2016-04-22",2.01,"Description146","Category4","User2"
"2016-04-21",2.01,"Description146","Category4","User2"
"2016-04-20",22.15,"Description184","Category2","User2"
"2016-04-19",6.1,"Description146","Category4","User2"
"2016-04-15",40,"Description327","Category4","User2"
"2016-04-14",33.13,"Description297","Category2","User2"
"2016-04-13",26.28,"Description184","Category2","User2"
"2016-04-13",7.16,"Description270","Category4","User2"
"2017-01-22",9.25,"Description345","Category4","User1"
"2017-01-20",30.81,"Description296","Category2","User2"
"2017-01-22",23.02,"Description317","Category2","User2"
"2017-01-18",7.53,"Description272","Category4","User2"
